date,open,high,low,close,volume
2000-08-07,49,49.9375,47.125,49.625,15608800
2000-08-14,49.625,49.875,45.3125,45.6875,20054200
2000-08-21,45.6875,54.5,45.5,54.125,34307200
2000-08-28,54,56.25,51.9375,54.75,21501300
2000-09-04,54.75,59.9375,54,58.125,29286200
2000-09-11,58.125,60.125,56.75,56.875,24277900
2000-09-18,56.875,64.3125,56.25,63.5,26808100
2000-09-25,63.5,66.9375,60.625,64.5,31712800
2000-10-02,61.25,63,57.25,61,26506300
2000-10-09,60.6875,61.25,54,58.75,21279100
2000-10-16,59.4375,61.5,57.3125,60,20566600
2000-10-23,60.0625,63.9375,60.0625,63.75,22889600
2000-10-30,63.75,67.875,63.6875,66.0625,22927800
2000-11-06,66.0625,66.375,63.25,63.5,13149200
2000-11-13,63.5,66.8125,61.9375,65.375,16723700
2000-11-20,65.375,69.5,64.875,65.6875,13656300
2000-11-27,67,70,65.1875,65.8125,21077400
2000-12-04,65.8125,70.9375,63.6875,69.9375,23620500
2000-12-11,69.9375,70.625,64.75,64.875,19045900
2000-12-18,66,69.9375,61.4375,63.4375,21456200
2000-12-25,63.4375,67,62.25,66,10132600
2001-01-01,65.3125,65.3125,58.125,58.75,18072600
2001-01-08,58.75,60.875,57.1875,60.625,17648400
2001-01-15,60.625,62.6875,55.5,55.6875,20226600
2001-01-22,55.6875,59.6875,55.6875,58.0625,17005600
2001-01-29,57.99,58.91,54.56,56.85,15910600
2001-02-05,56.85,58.46,56.42,57.34,11557400
2001-02-12,58.21,61.94,58.21,59.99,17062600
2001-02-19,60.15,62.8,60.15,61.61,10478700
2001-02-26,61.61,63.9,58.3,60.1,15923000
2001-03-05,60.1,65.6,59.88,65.5,16022800
2001-03-12,64.32,64.32,52.85,53.75,31643800
2001-03-19,53.75,57.19,49.7,53,25648600
2001-03-26,53.55,57.27,53.55,55.71,17833600
2001-04-02,55.71,57.5,53.92,55.98,14965100
2001-04-09,56,61,56,60.5,12624200
2001-04-16,60.5,64.91,59,61.7,18385400
2001-04-23,61.28,62.13,59.61,61.61,15820800
2001-04-30,61.8,65,61.8,64.5,15795400
2001-05-07,64.5,66.43,64,66.01,11488700
2001-05-14,66.01,69.85,65.44,68.35,17480800
2001-05-21,68.35,68.95,62.9,63.33,15496200
2001-05-28,63.33,65.57,62.33,65,11423600
2001-06-04,65,67.55,64.1,64.59,13771100
2001-06-11,64.59,66.49,63.32,64.25,16606400
2001-06-18,64.41,64.99,55.4,57,28693800
2001-06-25,57,58.38,55.58,55.6,22021100
2001-07-02,56.3,57.22,53.77,54.3,12788700
2001-07-09,54.02,55.21,52.55,55.07,18468500
2001-07-16,55.07,57.95,54.08,56.79,16516900
2001-07-23,56.79,58.9,55.19,58.14,10816100
2001-07-30,58.64,59.75,57.12,59.21,11766200
2001-08-06,59,59.8,55.88,56.85,15933300
2001-08-13,56.55,57.24,53.4,54,12473100
2001-08-20,53.75,53.95,51.78,53.63,14732200
2001-08-27,53.91,53.91,50.17,51.2,14205200
2001-09-03,49.75,51.97,44.79,45.18,18660200
2001-09-10,44.9,45.95,43.46,43.46,6618500
2001-09-17,35.65,38.7,27.6,30.1,78781400
2001-09-24,30.09,34.65,30.09,33.5,46477300
2001-10-01,33.5,37.52,32.05,36.26,33015700
2001-10-08,36.2,37.64,34.9,35.9,23612300
2001-10-15,35.6,35.75,32.51,33.45,20535900
2001-10-22,33.8,38.1,33.54,37.68,27836200
2001-10-29,35.88,35.9,32.31,34.35,29190100
2001-11-05,35,35.75,32.8,33.24,27342400
2001-11-12,33,35.01,31.58,34.99,20000800
2001-11-19,35.01,35.65,34.34,35.63,10390700
2001-11-26,36,36.25,33.95,35.1,17639800
2001-12-03,35.1,37.55,34.03,37.3,21714100
2001-12-10,37.32,38.29,36,37.55,15941300
2001-12-17,37.35,39.2,36.27,38.64,22058100
2001-12-24,38.54,39.12,38.16,39.1,7686900
2001-12-31,39.19,40.4,37.85,40.36,13427700
2002-01-07,41,41.89,38.6,38.69,21053500
2002-01-14,38.69,39.62,37.65,39.15,15649200
2002-01-21,39.7,40.83,38,40.48,20440800
2002-01-28,40.72,41.65,39.05,41.46,17014800
2002-02-04,41.55,41.9,40.5,41.7,15834700
2002-02-11,41.9,45.01,41.72,44.9,20890100
2002-02-18,44.1,45.1,42.55,44.76,19934700
2002-02-25,44.75,47.84,43.9,47.84,19772300
2002-03-04,48,50,47.41,49.4,19239700
2002-03-11,49.4,51.07,46.41,47.98,23917500
2002-03-18,48.27,48.44,46.12,46.39,13952500
2002-03-25,46.2,48.72,45.25,48.25,13801700
2002-04-01,48.25,49.85,47.4,48.29,16493500
2002-04-08,47.9,50.05,47.59,48.55,13837300
2002-04-15,48.2,48.98,41.99,42.75,39889700
2002-04-22,42.8,43.77,41,41.51,20163800
2002-04-29,43.7,45.73,43.1,44.63,20997700
2002-05-06,45,45.24,42.8,43.63,15651600
2002-05-13,43.9,45.74,43.76,45.42,12745000
2002-05-20,45.64,46.03,43.05,43.35,12316600
2002-05-27,43.35,44.19,42.46,42.65,11015700
2002-06-03,43.4,43.87,41.45,42.76,12100300
2002-06-10,42.95,43.99,41.78,42.53,10769700
2002-06-17,42.54,44.49,42.54,42.97,13358000
2002-06-24,42.92,45.09,41.52,45,19983000
2002-07-01,44.97,45.28,43.17,45,11230500
2002-07-08,44.72,45.09,39.13,40.15,20818300
2002-07-15,39.85,43.19,37.2,39.92,24892000
2002-07-22,39.8,42.94,37.1,42,25483100
2002-07-29,42.94,42.99,39.1,39.85,21513700
2002-08-05,39.65,41.65,38.53,41,16880900
2002-08-12,40.15,40.65,34.1,37.5,36957500
2002-08-19,37.51,38.65,36.9,37.13,16080700
2002-08-26,37.13,37.85,35.85,37.07,15830600
2002-09-02,36.8,37.65,35.23,37.21,11808500
2002-09-09,37.21,37.8,35.01,35.58,14788900
2002-09-16,35.9,37.59,35.45,36.48,18730700
2002-09-23,35.9,36.59,34.5,34.7,16814500
2002-09-30,34.4,36.02,31.95,32.01,21915300
2002-10-07,32.22,33.01,29.95,32,23618100
2002-10-14,30.3,32.52,28.53,29,32931400
2002-10-21,29,31.2,28.58,30.32,20943300
2002-10-28,30.42,30.8,28.54,30.4,18257500
2002-11-04,30.41,34.43,29.63,33.18,26959300
2002-11-11,33.18,33.21,30.87,31.5,17631500
2002-11-18,31.54,34.43,30.62,34,21067700
2002-11-25,33.55,35.14,33.2,34.05,12584100
2002-12-02,34.6,34.88,32.23,33.4,15790100
2002-12-09,32.63,33.25,31.4,31.4,14266000
2002-12-16,31.27,32.94,31.25,32.71,14690000
2002-12-23,32.71,33.28,32.14,32.33,6400900
2002-12-30,32.33,34.44,32.33,34.18,8763000
2003-01-06,34.05,34.56,33.03,33.85,14510200
2003-01-13,34.15,34.59,33.03,33.29,11548800
2003-01-20,33.29,33.31,31,31.01,10672000
2003-01-27,31.01,32.22,30.2,31.59,15066100
2003-02-03,30.9,31.63,29.9,30,14746300
2003-02-10,30.1,30.51,28.9,30.15,13425800
2003-02-17,30.5,30.8,28.2,29.64,16483400
2003-02-24,29.28,29.64,27.24,27.56,20038400
2003-03-03,27.7,27.82,25.4,25.84,25688500
2003-03-10,25.7,26.25,24.73,25.55,24371000
2003-03-17,25.5,28.42,25.32,28.1,25627100
2003-03-24,27.8,27.8,25.9,26.1,20848700
2003-03-31,25,27.1,24.85,26.5,23090800
2003-04-07,27.1,28.05,25.7,26.47,22852200
2003-04-14,26.48,27.46,26.03,26.65,15536300
2003-04-21,26.65,28.66,26.59,27.19,28047300
2003-04-28,26.73,28.77,26.49,28.62,24216600
2003-05-05,28.12,29.1,27.4,29.1,24239900
2003-05-12,28.9,30.76,28.83,30.42,22178400
2003-05-19,30.05,30.61,28.55,29.99,19807300
2003-05-26,29.99,30.86,29.41,30.67,16889100
2003-06-02,31.1,35.18,31,34.86,30614800
2003-06-09,34.4,35.94,32.83,35.34,27426600
2003-06-16,35.65,37.36,35.1,35.53,28917200
2003-06-23,34.84,35.2,34.12,34.22,16503500
2003-06-30,34.55,34.93,33.9,34.58,16852700
2003-07-07,34.88,35.55,34.38,35.18,14459600
2003-07-14,35.4,35.43,32.12,33.35,24752600
2003-07-21,33,33.25,31.16,32.68,23819200
2003-07-28,32.68,33.4,31.99,32.42,18848500
2003-08-04,32.2,32.65,31,32.25,14812300
